original_filename,copied_filename,sanitized_source_label,copied_relative_path,size_bytes,created_time,modified_time,sha256,detected_format,project_category,apparent_version,authority_classification,duplicate_group,family_group,notes
owner_quickstart.md,owner_quickstart.md,fractalish_workspace/mcva-public/docs/owner_quickstart.md,07_FRACTALISH_MCVA_AMCVA_HOLD/owner_quickstart.md,4882,2026-06-05T22:42:02.136220+00:00,2026-06-05T22:42:02.137220+00:00,032ff6fffea0b4102eaed0491a8a189e3e0888f573f7298c82b371167061093b,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,owner quickstart,MCVA public docs.
owner_review_flow.md,owner_review_flow.md,fractalish_workspace/mcva-public/docs/owner_review_flow.md,07_FRACTALISH_MCVA_AMCVA_HOLD/owner_review_flow.md,1669,2026-06-05T21:53:44.721096+00:00,2026-06-05T21:53:44.721096+00:00,d4d3ca314fae78e13ad31fab1f0858fdecbec884b5fd18e9d3c0c31855ac9c21,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,owner review flow,MCVA public docs.
pinned_public_statement.md,pinned_public_statement.md,fractalish_workspace/mcva-public/docs/pinned_public_statement.md,07_FRACTALISH_MCVA_AMCVA_HOLD/pinned_public_statement.md,931,2026-06-05T22:40:14.350604+00:00,2026-06-05T22:40:14.351596+00:00,04e80e08d6cc77c8695fae01e92a8b282af1602bbd49ae813fb1db1031e11e3a,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,pinned public statement,MCVA public docs.
project_map.md,project_map.md,fractalish_workspace/mcva-public/docs/project_map.md,07_FRACTALISH_MCVA_AMCVA_HOLD/project_map.md,1502,2026-06-05T21:24:59.687588+00:00,2026-06-05T21:24:59.688591+00:00,dce750515d4efb07316224f6ddc741fa556f39ae8b367a6d3c74923484844938,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,project map,MCVA public docs.
roadmap.md,roadmap.md,fractalish_workspace/mcva-public/docs/roadmap.md,07_FRACTALISH_MCVA_AMCVA_HOLD/roadmap.md,887,2026-06-05T21:25:00.267588+00:00,2026-06-06T18:28:24.498147+00:00,351021e847fdd1fb68676388e36ac9ad1b938ab8287a0b7e169863280a916eb2,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,roadmap,MCVA public docs.
sera_metrics.md,sera_metrics.md,fractalish_workspace/mcva-public/docs/sera_metrics.md,07_FRACTALISH_MCVA_AMCVA_HOLD/sera_metrics.md,850,2026-06-05T21:25:00.048591+00:00,2026-06-05T21:25:00.048591+00:00,02fb754e38f7d2fae34adedd0726307a8931a24ac9462cc21aa14ac0f20d3d10,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,sera metrics,MCVA public docs.
short_public_thread.md,short_public_thread.md,fractalish_workspace/mcva-public/docs/short_public_thread.md,07_FRACTALISH_MCVA_AMCVA_HOLD/short_public_thread.md,1840,2026-06-05T22:40:14.420609+00:00,2026-06-05T22:40:14.421606+00:00,ad1b20817bdaf00c984d7ed19ce05f0d33c6bb3b4fcdb1c10dfe56dc2ef8c4da,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,short public thread,MCVA public docs.
start_here.md,start_here.md,fractalish_workspace/mcva-public/docs/start_here.md,07_FRACTALISH_MCVA_AMCVA_HOLD/start_here.md,2704,2026-06-05T22:40:14.491608+00:00,2026-06-05T22:42:07.970618+00:00,c32cfa5f868511944c0da092ab60fb39aecfce6524c05160f9e50bbf5c3b1bd8,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,start here,MCVA public docs.
video_script_open_release.md,video_script_open_release.md,fractalish_workspace/mcva-public/docs/video_script_open_release.md,07_FRACTALISH_MCVA_AMCVA_HOLD/video_script_open_release.md,8307,2026-06-05T21:59:59.592440+00:00,2026-06-05T21:59:59.592440+00:00,c8115326bfc44087c3c8a563c9a74f92d541e6180f439adf83bfa59e105a1f28,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,video script open release,MCVA public docs.
whitepaper.md,whitepaper.md,fractalish_workspace/mcva-public/docs/whitepaper.md,07_FRACTALISH_MCVA_AMCVA_HOLD/whitepaper.md,5003,2026-06-05T21:25:00.408577+00:00,2026-06-05T21:25:00.408577+00:00,d2bc1625d69397897cef1d0c28c3ca467e955fb7dbc40b716924a869a12c56e1,md,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,whitepaper,MCVA public docs.
sera.py,sera.py,fractalish_workspace/mcva-public/src/mcva/sera.py,07_FRACTALISH_MCVA_AMCVA_HOLD/sera.py,800,2026-06-05T21:25:00.912577+00:00,2026-06-05T21:25:00.913576+00:00,69a8ed3c8f89efc919ff41dae6bd20715f097fbb8205fd3f6498c61ab4c7c9ce,py,07_FRACTALISH_MCVA_AMCVA_HOLD,,REFERENCE_IMPLEMENTATION,,sera,SERA metric implementation.
404.html,404.html,fractalish_workspace/public/404.html,07_FRACTALISH_MCVA_AMCVA_HOLD/404.html,1152,2026-06-08T23:42:09.088975+00:00,2026-06-08T23:42:09.088975+00:00,a796cdfdbeebc53b68cffc10b452d19bf5777620c6f43107251f0022662a7b4d,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,,Current public-site source.
android-chrome-192x192.png,android-chrome-192x192.png,fractalish_workspace/public/android-chrome-192x192.png,07_FRACTALISH_MCVA_AMCVA_HOLD/android-chrome-192x192.png,83185,2026-06-03T04:13:32.882597+00:00,2026-06-03T08:10:14+00:00,e001be65b94e1af8c968f2bb81f8b43a55bf461e665378fc8b3798db747f9c49,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,android chrome x,Current public-site source.
android-chrome-512x512.png,android-chrome-512x512.png,fractalish_workspace/public/android-chrome-512x512.png,07_FRACTALISH_MCVA_AMCVA_HOLD/android-chrome-512x512.png,423900,2026-06-03T04:13:32.884599+00:00,2026-06-03T08:10:14+00:00,5e3ff8978ad046ad21add9c9ef7cb0ee8fa97730920a739ee2947843aa5fd6ec,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,android chrome x,Current public-site source.
app.js,app.js,fractalish_workspace/public/app.js,07_FRACTALISH_MCVA_AMCVA_HOLD/app.js,7477,2026-06-02T12:31:53.305820+00:00,2026-06-06T18:27:44.266993+00:00,c050418bded20ad47adcb0efcdae0bfc2adb2851589d005aa3ff556e619f0eed,js,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,app js,Current public-site source.
apple-touch-icon.png,apple-touch-icon.png,fractalish_workspace/public/apple-touch-icon.png,07_FRACTALISH_MCVA_AMCVA_HOLD/apple-touch-icon.png,74597,2026-06-03T04:13:32.885596+00:00,2026-06-03T08:10:14+00:00,1d85eb27c3613c3360b845a37531dc760396d4542461df74607143856d7dd256,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,apple touch icon,Current public-site source.
atlas.html,atlas.html,fractalish_workspace/public/atlas.html,07_FRACTALISH_MCVA_AMCVA_HOLD/atlas.html,1748,2026-06-06T17:37:14.935477+00:00,2026-06-06T17:37:14.936478+00:00,90c13e29adad551adceec2545f46da798ae2d69c9ebe1bea84113f76de7145f9,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,atlas,Current public-site source.
commons.html,commons.html,fractalish_workspace/public/commons.html,07_FRACTALISH_MCVA_AMCVA_HOLD/commons.html,4470,2026-06-06T18:22:37.902801+00:00,2026-06-09T13:39:57.274916+00:00,a4b0a3fe6dc59fbcf1cdb28aaef5153519d67da6210ba1c3463187e9496c854e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,commons,Current public-site source.
contribute.html,contribute.html,fractalish_workspace/public/contribute.html,07_FRACTALISH_MCVA_AMCVA_HOLD/contribute.html,5258,2026-06-09T13:39:57.814916+00:00,2026-06-09T21:29:00.825127+00:00,f5931378afaf5422b4a8d8984dfd35fa5dc89ded4d51b41f16d1aef08777aabb,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,contribute,Current public-site source.
datasets.html,datasets.html,fractalish_workspace/public/datasets.html,07_FRACTALISH_MCVA_AMCVA_HOLD/datasets.html,1792,2026-06-06T17:37:15.008479+00:00,2026-06-06T17:37:15.008479+00:00,aa0cdce17cd31602b02a4e80cc9947aa3d430ace8cf51dd6287b098ea1d953a5,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,datasets,Current public-site source.
desiloization.html,desiloization.html,fractalish_workspace/public/desiloization.html,07_FRACTALISH_MCVA_AMCVA_HOLD/desiloization.html,4741,2026-06-06T18:53:57.584736+00:00,2026-06-09T16:32:07.036435+00:00,42c0a5cf638eb1368df4eae4d7227ec102ae114ea480d5c8845ece1dcbfdac72,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,desiloization,Current public-site source.
docs.html,docs.html,fractalish_workspace/public/docs.html,07_FRACTALISH_MCVA_AMCVA_HOLD/docs.html,3429,2026-06-06T17:37:14.739479+00:00,2026-06-09T13:41:04.951258+00:00,ca21b33fd0d3c90dfd17b3d6596c74a25c4c7f513df7925bb0ad5edfc6fd976b,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,docs,Current public-site source.
documents.html,documents.html,fractalish_workspace/public/documents.html,07_FRACTALISH_MCVA_AMCVA_HOLD/documents.html,13848,2026-06-08T23:42:07.958337+00:00,2026-06-09T20:39:58.523290+00:00,37e4c8fbe84e4569eb8831ff9b2127c10cc914e58b260c6a03048e3fd84bcb03,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,documents,Current public-site source.
favicon-16x16.png,favicon-16x16.png,fractalish_workspace/public/favicon-16x16.png,07_FRACTALISH_MCVA_AMCVA_HOLD/favicon-16x16.png,825,2026-06-03T04:13:32.886598+00:00,2026-06-03T08:10:14+00:00,a71ae75639e31284fe427c321b3e6aceddba2e6d7dea01cd306a5efda03e2f28,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,favicon x,Current public-site source.
favicon-32x32.png,favicon-32x32.png,fractalish_workspace/public/favicon-32x32.png,07_FRACTALISH_MCVA_AMCVA_HOLD/favicon-32x32.png,2980,2026-06-03T04:13:32.887636+00:00,2026-06-03T08:10:14+00:00,c32fcb4350bc481ae57faccdecabfcfddaf09ebba0fdb0b7c252ba9448ecf62c,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,favicon x,Current public-site source.
favicon.ico,favicon.ico,fractalish_workspace/public/favicon.ico,07_FRACTALISH_MCVA_AMCVA_HOLD/favicon.ico,15406,2026-06-03T04:13:32.887636+00:00,2026-06-03T08:10:14+00:00,517879145a09d8a58a35396c07753ff34108c5ed3f393cb992301b43b484d0ec,ico,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,favicon ico,Current public-site source.
field-guide.html,field-guide.html,fractalish_workspace/public/field-guide.html,07_FRACTALISH_MCVA_AMCVA_HOLD/field-guide.html,5520,2026-06-09T13:31:47.886718+00:00,2026-06-09T13:31:47.886718+00:00,60302ad0913472735ab95b84f67f37b04330642e9b260a0887f880050f04d1dd,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,field guide,Current public-site source.
framework.html,framework.html,fractalish_workspace/public/framework.html,07_FRACTALISH_MCVA_AMCVA_HOLD/framework.html,5431,2026-06-08T23:42:08.062337+00:00,2026-06-09T13:41:04.716259+00:00,b23c6737a9530615edaeaaac295fba76e7bf9635ce899e34747ea262f47e06eb,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,framework,Current public-site source.
glossary.html,glossary.html,fractalish_workspace/public/glossary.html,07_FRACTALISH_MCVA_AMCVA_HOLD/glossary.html,2236,2026-06-06T14:01:22.330279+00:00,2026-06-06T14:03:39.451320+00:00,07972017eb16932506c7be337db0a0f14f81d80ad5cc90d645e924e82d5a9133,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,glossary,Current public-site source.
index.html,index.html,fractalish_workspace/public/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index.html,9398,2026-06-02T12:31:53.166818+00:00,2026-06-09T21:28:25.163707+00:00,bd3b3579fd7bc65d008d6580453b34306ad58d93c7668cc4289ec7abee547987,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
library.html,library.html,fractalish_workspace/public/library.html,07_FRACTALISH_MCVA_AMCVA_HOLD/library.html,3675,2026-06-06T18:22:37.829800+00:00,2026-06-09T13:39:57.453914+00:00,a3dbd8b737d62a7d4cf4a076b21b677cf52707f80f53f3fa2ea06229f9a28819,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,library,Current public-site source.
mcva-amcva-hold.html,mcva-amcva-hold.html,fractalish_workspace/public/mcva-amcva-hold.html,07_FRACTALISH_MCVA_AMCVA_HOLD/mcva-amcva-hold.html,6635,2026-06-09T13:31:48.040718+00:00,2026-06-09T16:32:06.959433+00:00,f1954646761530b23ba880a47476c6fbf7bb4c069bfd3d233875a3939e68d5b2,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,mcva amcva hold,Current public-site source.
mcva.html,mcva.html,fractalish_workspace/public/mcva.html,07_FRACTALISH_MCVA_AMCVA_HOLD/mcva.html,2079,2026-06-06T17:37:15.082478+00:00,2026-06-06T17:37:15.082478+00:00,0985f922539bef9bb690e1c3c457b476ef91118ecea1baf2df2a5d190bb8ab13,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,mcva,Current public-site source.
natural-math.html,natural-math.html,fractalish_workspace/public/natural-math.html,07_FRACTALISH_MCVA_AMCVA_HOLD/natural-math.html,6736,2026-06-09T13:31:47.963718+00:00,2026-06-09T16:32:06.879435+00:00,e8e4e43e9c57e68fa3cbae6c84f86fc61884523ce6a09cf10a91dc409bf6a33a,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,natural math,Current public-site source.
open-release-doctrine.html,open-release-doctrine.html,fractalish_workspace/public/open-release-doctrine.html,07_FRACTALISH_MCVA_AMCVA_HOLD/open-release-doctrine.html,2430,2026-06-06T14:01:22.568277+00:00,2026-06-06T14:01:22.568277+00:00,f5a54f6beabe678a15fc923081bf707bf4371af994044349470a8b9e2ff7742d,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,open release doctrine,Current public-site source.
project-map.html,project-map.html,fractalish_workspace/public/project-map.html,07_FRACTALISH_MCVA_AMCVA_HOLD/project-map.html,2701,2026-06-06T14:01:22.492277+00:00,2026-06-06T14:01:22.492277+00:00,eff8fcb50101575e3ee8f11c3cae160eb4f12a2f4ad536ca1373c54d0bcc9f93,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,project map,Current public-site source.
research.html,research.html,fractalish_workspace/public/research.html,07_FRACTALISH_MCVA_AMCVA_HOLD/research.html,3912,2026-06-09T13:36:17.896254+00:00,2026-06-09T13:36:17.896254+00:00,31684190136483a439c44571c2d0d9d769dcef6eaf726560c2548864d2158650,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,research,Current public-site source.
review.html,review.html,fractalish_workspace/public/review.html,07_FRACTALISH_MCVA_AMCVA_HOLD/review.html,4408,2026-06-08T23:42:08.212335+00:00,2026-06-09T13:41:04.874260+00:00,3dd2df99f9b863d0268d551d6f9bfe288fd6451ee100a37e35ef05bb4c0ccf66,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,review,Current public-site source.
roadmap.html,roadmap.html,fractalish_workspace/public/roadmap.html,07_FRACTALISH_MCVA_AMCVA_HOLD/roadmap.html,2696,2026-06-06T14:01:22.415279+00:00,2026-06-06T17:37:15.301479+00:00,31aef6914b748ac40d1283d0914e858d8822fc8025f72d3183d109078071aebb,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,roadmap,Current public-site source.
robots.txt,robots.txt,fractalish_workspace/public/robots.txt,07_FRACTALISH_MCVA_AMCVA_HOLD/robots.txt,68,2026-06-02T12:31:53.374820+00:00,2026-06-08T23:42:08.722360+00:00,5c4fa11f88c8cd3c2557322eeec95475b0fc82c9b8805bb14017a3c1d843948f,txt,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,robots,Current public-site source.
site.webmanifest,site.webmanifest,fractalish_workspace/public/site.webmanifest,07_FRACTALISH_MCVA_AMCVA_HOLD/site.webmanifest,402,2026-06-03T04:13:32.888599+00:00,2026-06-03T04:41:15.654732+00:00,365126255195b242eb404b07e189dd31cf6162a98d03bfb33a81c33d18597296,webmanifest,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,site webmanifest,Current public-site source.
sitemap.xml,sitemap.xml,fractalish_workspace/public/sitemap.xml,07_FRACTALISH_MCVA_AMCVA_HOLD/sitemap.xml,3004,2026-06-02T12:31:53.443821+00:00,2026-06-09T20:39:58.804291+00:00,13301668917ebc5a79348f19006e9a71e5b0f080db0a8b91e6ba8da888fd9750,xml,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,sitemap xml,Current public-site source.
start-here.html,start-here.html,fractalish_workspace/public/start-here.html,07_FRACTALISH_MCVA_AMCVA_HOLD/start-here.html,5994,2026-06-06T14:01:22.171277+00:00,2026-06-09T21:28:37.302257+00:00,13dc5074b644d13379f39c311818036bff4976439834976dbe1001696538ba6e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,start here,Current public-site source.
status.html,status.html,fractalish_workspace/public/status.html,07_FRACTALISH_MCVA_AMCVA_HOLD/status.html,4131,2026-06-08T23:42:08.137337+00:00,2026-06-09T13:41:04.796258+00:00,eaeb54fd1ac629b25b0296b40b29f5823a57ef5beb48f8ed41c7db133a974434,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,status,Current public-site source.
styles.css,styles.css,fractalish_workspace/public/styles.css,07_FRACTALISH_MCVA_AMCVA_HOLD/styles.css,15740,2026-06-02T12:31:53.236821+00:00,2026-06-02T12:35:25.401228+00:00,1df761160cf920b924b5cc1c37dce4861813754a830dd80480d545e7832a2726,css,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,styles css,Current public-site source.
tools.html,tools.html,fractalish_workspace/public/tools.html,07_FRACTALISH_MCVA_AMCVA_HOLD/tools.html,3476,2026-06-09T13:39:57.532916+00:00,2026-06-09T13:39:57.532916+00:00,e296dd54f28f3c11f47f5cad01bae36ffdef0fc63f9161f383c4756c14d92b62,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,tools,Current public-site source.
videos.html,videos.html,fractalish_workspace/public/videos.html,07_FRACTALISH_MCVA_AMCVA_HOLD/videos.html,3056,2026-06-09T13:39:57.610916+00:00,2026-06-09T16:32:06.456436+00:00,75341015a0e8c1c319a2e1b0e79676490fc0fb52c77a83d7d19634e230c11bfd,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-75341015a0e8,videos,Current public-site source.
whitepaper.html,whitepaper.html,fractalish_workspace/public/whitepaper.html,07_FRACTALISH_MCVA_AMCVA_HOLD/whitepaper.html,3518,2026-06-06T14:01:22.251278+00:00,2026-06-06T14:03:39.375321+00:00,1a5324ab84159e74df571d95afaa8b19e4c96b0c79b43fe28bd20e13e35a232e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,whitepaper,Current public-site source.
_headers,_headers,fractalish_workspace/public/_headers,07_FRACTALISH_MCVA_AMCVA_HOLD/_headers,531,2026-06-03T04:41:15.580732+00:00,2026-06-03T04:41:15.580732+00:00,2c2629dea0db0667a37fb3e6ab08bced87497139979ed999a4c5a515485d16e0,,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,headers,Current public-site source.
book-notes.html,book-notes.html,fractalish_workspace/public/archive/book-notes.html,07_FRACTALISH_MCVA_AMCVA_HOLD/book-notes.html,2193,2026-06-05T21:47:57.735276+00:00,2026-06-05T21:50:43.355002+00:00,eef38936d9359c6c589e4a2274c38bbb691392cb5f9d796c22ce33a6bb8a4d7a,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,book notes,Current public-site source.
evidence-library.html,evidence-library.html,fractalish_workspace/public/archive/evidence-library.html,07_FRACTALISH_MCVA_AMCVA_HOLD/evidence-library.html,2549,2026-06-05T21:47:57.660276+00:00,2026-06-05T21:50:43.281003+00:00,4a051eba25e2acb0475f607ed0e1597025f244c2d3e7919bedcf73d8a0baec2f,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,evidence library,Current public-site source.
first-life-archive.html,first-life-archive.html,fractalish_workspace/public/archive/first-life-archive.html,07_FRACTALISH_MCVA_AMCVA_HOLD/first-life-archive.html,2514,2026-06-05T21:47:57.512276+00:00,2026-06-05T21:50:43.135002+00:00,f6a0424cd10aaf28cf016140903dc36626635b9d8bd2981a4d27839e8721836f,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,first life archive,Current public-site source.
machine-native-vision.html,machine-native-vision.html,fractalish_workspace/public/archive/machine-native-vision.html,07_FRACTALISH_MCVA_AMCVA_HOLD/machine-native-vision.html,2556,2026-06-05T21:47:57.586275+00:00,2026-06-05T21:50:43.208002+00:00,dd43eb7d5ba5697206e785305599e4d79b2f4270c7b21244f01f57ea6b6c731d,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,machine native vision,Current public-site source.
mcva-amcva-atlas.html,mcva-amcva-atlas.html,fractalish_workspace/public/archive/mcva-amcva-atlas.html,07_FRACTALISH_MCVA_AMCVA_HOLD/mcva-amcva-atlas.html,3553,2026-06-05T21:47:57.365248+00:00,2026-06-06T14:03:39.606321+00:00,ceaba3849756435dbd31b9113939580cd4c3222171e503c2ba09363dc3f80af1,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,mcva amcva atlas,Current public-site source.
morphological-memory-paper.html,morphological-memory-paper.html,fractalish_workspace/public/archive/morphological-memory-paper.html,07_FRACTALISH_MCVA_AMCVA_HOLD/morphological-memory-paper.html,4220,2026-06-05T21:47:57.438250+00:00,2026-06-06T14:03:39.527321+00:00,da30fd05c19d4b3eae5cc668424ce062e10ae29d34427caf6bf5de29d66d8580,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,morphological memory paper,Current public-site source.
site.css,site.css,fractalish_workspace/public/assets/site.css,07_FRACTALISH_MCVA_AMCVA_HOLD/site.css,11090,2026-06-08T23:42:09.162976+00:00,2026-06-09T13:28:25.696705+00:00,49120a08a28912344a3b57c9293fe32285d458c9807a454c9ba120fcaa677de4,css,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,site css,Current public-site source.
site.js,site.js,fractalish_workspace/public/assets/site.js,07_FRACTALISH_MCVA_AMCVA_HOLD/site.js,3317,2026-06-09T13:28:46.023845+00:00,2026-06-09T13:28:46.023845+00:00,3ab5034e311ff86f54ed253defd61e48b74e55a9b9e20a6966f6f956ab04b25f,js,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,site js,Current public-site source.
hold.html,hold.html,fractalish_workspace/public/commons/hold.html,07_FRACTALISH_MCVA_AMCVA_HOLD/hold.html,1271,2026-06-06T18:22:38.240802+00:00,2026-06-06T18:22:38.241132+00:00,f3b8cee9fbf895179691af85b775d8ff708b774f46a25b28c195b54daf029600,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,hold,Current public-site source.
index.html,index__dup1.html,fractalish_workspace/public/commons/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup1.html,329,2026-06-09T13:44:17.731192+00:00,2026-06-09T13:44:17.731192+00:00,370c2c8fccc0bf053593544ff149655e9006a6f8d0558ee81384bc55dc953acc,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
proof-negative.html,proof-negative.html,fractalish_workspace/public/commons/proof-negative.html,07_FRACTALISH_MCVA_AMCVA_HOLD/proof-negative.html,1244,2026-06-06T18:22:38.167801+00:00,2026-06-06T18:22:38.167801+00:00,c0c138ca58d23e63645e0d70c2a674df71faadb487e8e96c41c71c85a77ba77d,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,proof negative,Current public-site source.
proof-positive.html,proof-positive.html,fractalish_workspace/public/commons/proof-positive.html,07_FRACTALISH_MCVA_AMCVA_HOLD/proof-positive.html,1248,2026-06-06T18:22:38.094803+00:00,2026-06-06T18:22:38.094803+00:00,1022119b8e58532d54a9aba2d95095f47cafca0e78ad6cf38a01e6d0b39272d4,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,proof positive,Current public-site source.
submit.html,submit.html,fractalish_workspace/public/commons/submit.html,07_FRACTALISH_MCVA_AMCVA_HOLD/submit.html,1875,2026-06-06T18:22:38.022803+00:00,2026-06-06T18:22:38.022803+00:00,f08704a1f29a0dcfc842082215f6970810bb3fc3067dbc5203e07e80e40049d5,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,submit,Current public-site source.
index.html,index__dup2.html,fractalish_workspace/public/contribute/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup2.html,330,2026-06-09T13:44:18.345194+00:00,2026-06-09T13:44:18.345194+00:00,ceb10fc3972e65e15f4658f83fcef23aeeebbef598c5fc5fefd6def698d50861,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
fractal-math-primer.html,fractal-math-primer.html,fractalish_workspace/public/docs/fractal-math-primer.html,07_FRACTALISH_MCVA_AMCVA_HOLD/fractal-math-primer.html,1441,2026-06-06T18:22:38.576348+00:00,2026-06-06T18:22:38.577346+00:00,ff7a118ef50b22d54ba3d529a1b929c08606ba61f1804d4f20ea66ec3e4be63e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,fractal math primer,Current public-site source.
guardrails.html,guardrails.html,fractalish_workspace/public/docs/guardrails.html,07_FRACTALISH_MCVA_AMCVA_HOLD/guardrails.html,1389,2026-06-06T18:22:38.504804+00:00,2026-06-06T18:22:38.504804+00:00,ff7ec6ac634e02e9ff464237ef0e79e50e68b5f5e0f7e5e659dafb2417db5581,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,guardrails,Current public-site source.
method.html,method.html,fractalish_workspace/public/docs/method.html,07_FRACTALISH_MCVA_AMCVA_HOLD/method.html,1199,2026-06-06T18:22:38.433804+00:00,2026-06-06T18:22:38.433804+00:00,fc57e40977734997ef80570083167ca265dd560b55474e9ce90b118258820f91,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,method,Current public-site source.
